titratable_acidity,fat_milk_over_100mg_,pH_sour_milk_initial,streptococcus_strain_,lactobacillus_strain_,minimum_milk_proteins,ideal_temperature_c,quality_product
0.995,2.098,4.501,5.292,4.997,2.567,41.908,Low fat yogurt
1.114,2.3649,4.455,4.163,4.107,2.504,40.307,Low fat yogurt
1.161,2.6112,4.418,5.009,4.956,2.488,40.998,Low fat yogurt
1.086,2.641,4.577,4.575,4.462,2.548,40.731,Low fat yogurt
1.122,1.4658,4.492,5.115,5.059,2.501,40.484,Low fat yogurt
1.118,1.1283,4.486,5.535,5.348,2.576,40.846,Low fat yogurt
1.051,3.8301,4.567,5.583,5.011,2.468,40.554,Regular yogurt
1.022,1.0295,4.471,5.817,5.803,2.476,40.066,Non fat yogurt
0.966,3.0644,4.438,5.556,4.086,2.57,41.495,Low fat yogurt
1.002,2.3805,4.419,4.283,4.089,2.488,41.09,Low fat yogurt
1.08,1.211,4.483,4.285,5.964,2.585,41.509,Low fat yogurt
1.042,3.292,4.476,4.628,4.607,2.634,41.879,Regular yogurt
1.157,2.2046,4.406,5.953,5.527,2.555,41.919,Low fat yogurt
1.087,3.9276,4.467,5.807,5.216,2.561,41.822,Regular yogurt
1.13,2.8322,4.435,5.62,4.022,2.576,41.734,Low fat yogurt
0.957,1.0192,4.465,5.055,4.356,2.437,40.881,Non fat yogurt
1.038,3.2466,4.407,5.409,5.898,2.531,41.451,Low fat yogurt
0.952,1.5527,4.59,5.259,4.449,2.631,40.973,Low fat yogurt
0.985,3.6196,4.465,4.477,5.154,2.409,41.972,Regular yogurt
1.026,3.0036,4.54,5.988,5.688,2.42,41.105,Low fat yogurt
1.059,2.3729,4.543,5.552,5.447,2.581,41.311,Low fat yogurt
0.989,3.3686,4.413,5.478,5.79,2.443,40.137,Regular yogurt
1.114,3.2222,4.556,4.17,5.865,2.663,41.143,Low fat yogurt
0.954,3.3416,4.506,5.182,5.947,2.422,40.305,Regular yogurt
1.077,3.8485,4.465,4.484,5.928,2.56,40.899,Regular yogurt
1.113,1.5254,4.588,4.831,5.089,2.628,40.576,Low fat yogurt
0.972,1.4747,4.558,4.792,5.318,2.498,40.058,Low fat yogurt
1.085,1.6339,4.592,4.107,5.013,2.435,40.335,Low fat yogurt
1.102,1.251,4.592,4.573,4.84,2.6,41.426,Low fat yogurt
1.011,1.812,4.447,4.766,4.311,2.444,41.507,Low fat yogurt
1.021,1.6723,4.41,5.967,5.358,2.502,40.895,Low fat yogurt
0.955,1.1528,4.406,5.264,4.561,2.68,41.479,Low fat yogurt
1.143,2.8894,4.429,4.19,4.256,2.683,40.109,Low fat yogurt
1.068,2.1329,4.516,4.289,4.464,2.494,40.909,Low fat yogurt
0.972,2.9716,4.419,5.896,4.579,2.473,40.239,Low fat yogurt
1.036,2.577,4.598,5.505,4.648,2.666,40.06,Low fat yogurt
1.187,1.7843,4.448,5.211,5.559,2.465,40.898,Low fat yogurt
1.036,2.9195,4.545,5.35,4.746,2.669,40.194,Low fat yogurt
1.104,3.7295,4.55,5.075,4.192,2.474,40.382,Regular yogurt
1.075,2.3725,4.401,4.566,4.531,2.447,41.607,Low fat yogurt
1.117,2.779,4.538,5.296,5.475,2.466,41.873,Low fat yogurt
1.127,1.4991,4.522,5.602,4.817,2.629,40.28,Low fat yogurt
1.165,2.8652,4.485,5.132,4.33,2.559,41.908,Low fat yogurt
0.959,3.4773,4.49,4.838,5.393,2.577,41.406,Regular yogurt
1.149,1.5425,4.422,4.964,5.418,2.56,41.821,Low fat yogurt
1.095,3.3373,4.579,5.509,4.405,2.552,40.305,Regular yogurt
1.082,2.0284,4.462,4.323,5.223,2.679,41.504,Low fat yogurt
0.987,2.2709,4.533,4.977,4.99,2.598,41.318,Low fat yogurt
1.064,2.5593,4.482,5.334,5.505,2.661,41.975,Low fat yogurt
1.076,3.5538,4.586,5.881,5.595,2.442,40.861,Regular yogurt
1.141,3.2982,4.496,4.998,5.767,2.622,41.721,Regular yogurt
1.122,2.1817,4.583,5.032,5.264,2.486,41.026,Low fat yogurt
1.14,3.787,4.437,4.505,4.241,2.597,40.062,Regular yogurt
0.983,1.9059,4.567,4.947,5.685,2.678,40.676,Low fat yogurt
0.977,2.4774,4.594,5.707,5.741,2.527,41.11,Low fat yogurt
1.019,3.7072,4.52,4.748,4.745,2.41,40.014,Regular yogurt
1.045,1.6725,4.59,4.418,5.013,2.553,40.347,Low fat yogurt
1.132,3.2721,4.419,5.351,5.313,2.495,41.568,Regular yogurt
1.103,2.1384,4.442,4.325,4.735,2.457,40.789,Low fat yogurt
1.111,2.9715,4.542,4.432,5.114,2.692,41.723,Low fat yogurt
1.044,3.1697,4.553,4.326,5.268,2.442,40.479,Low fat yogurt
0.988,2.0521,4.406,5.828,4.004,2.596,40.176,Low fat yogurt
1.187,2.9205,4.554,4.997,5.309,2.668,41.867,Low fat yogurt
1.053,3.8459,4.561,5.975,5.925,2.522,40.217,Regular yogurt
0.965,2.5846,4.571,4.371,4.649,2.611,40.699,Low fat yogurt
0.994,3.527,4.486,5.203,5.198,2.46,41.134,Regular yogurt
1.017,1.5103,4.458,5.73,5.508,2.631,41.094,Low fat yogurt
1.165,2.9099,4.459,5.983,5.638,2.671,40.069,Low fat yogurt
0.986,3.9249,4.569,5.166,4.124,2.426,41.715,Regular yogurt
1.058,3.6376,4.45,5.601,4.07,2.484,41.99,Regular yogurt
0.95,1.2067,4.545,5.502,5.237,2.419,41.592,Low fat yogurt
1.113,3.5809,4.462,5.243,5.445,2.47,40.593,Regular yogurt
1.152,1.0537,4.508,5.418,5.291,2.568,41.725,Non fat yogurt
1.168,2.0712,4.515,5.621,5.873,2.533,40.726,Low fat yogurt
1.007,1.5966,4.558,4.763,5.246,2.403,41.053,Low fat yogurt
1.055,3.9892,4.562,5.35,4.107,2.585,41.026,Regular yogurt
1.064,2.4141,4.47,5.698,4.697,2.657,40.797,Low fat yogurt
1.112,3.0958,4.404,5.178,4.719,2.569,41.028,Low fat yogurt
1.049,1.394,4.586,4.132,4.909,2.481,41.897,Low fat yogurt
1.007,2.4588,4.484,5.079,4.032,2.617,41.419,Low fat yogurt
1.107,2.5462,4.438,4.068,4.846,2.667,40.554,Low fat yogurt
0.962,1.0981,4.475,4.645,4.684,2.428,41.104,Non fat yogurt
1.024,2.6799,4.508,4.48,5.732,2.57,40.908,Low fat yogurt
0.965,1.8368,4.475,5.171,4.743,2.67,41.209,Low fat yogurt
1.102,1.3047,4.536,4.978,4.603,2.577,40.91,Low fat yogurt
0.993,3.5421,4.529,5.689,4.447,2.682,40.575,Regular yogurt
0.969,3.9978,4.483,5.52,5.294,2.573,40.955,Regular yogurt
1.12,3.8271,4.461,5.581,4.627,2.563,40.611,Regular yogurt
1.186,2.9113,4.405,5.601,4.279,2.46,41.932,Low fat yogurt
1.011,1.1065,4.548,5.017,4.679,2.468,40.606,Low fat yogurt
0.979,2.8084,4.515,4.153,4.406,2.492,40.266,Low fat yogurt
1.17,2.7355,4.591,4.018,4.112,2.7,40.875,Low fat yogurt
0.959,3.5697,4.523,5.497,4.302,2.658,40.014,Regular yogurt
1.145,2.1446,4.417,5.816,5.328,2.515,40.402,Low fat yogurt
1.15,2.8878,4.424,5.508,4.524,2.417,41.558,Low fat yogurt
0.977,1.7214,4.48,4.207,5.4,2.649,41.844,Low fat yogurt
0.994,3.7313,4.579,5.766,4.723,2.671,40.774,Regular yogurt
1.043,1.9348,4.495,4.089,4.851,2.67,40.161,Low fat yogurt
1.047,3.6562,4.48,5.313,5.227,2.696,41.974,Regular yogurt
1.054,3.0255,4.538,5.521,5.042,2.479,40.661,Low fat yogurt
0.963,3.6859,4.488,5.364,5.135,2.651,41.7,Regular yogurt
1.0,3.1689,4.464,5.994,4.591,2.663,40.476,Low fat yogurt
0.975,2.2063,4.458,4.489,5.287,2.589,41.223,Low fat yogurt
1.021,3.3668,4.506,4.027,5.951,2.662,40.828,Regular yogurt
1.078,3.5138,4.411,5.107,5.855,2.457,41.142,Regular yogurt
1.124,3.6716,4.578,5.721,5.296,2.647,41.499,Regular yogurt
0.952,3.2222,4.438,5.748,5.429,2.431,40.524,Low fat yogurt
0.957,2.1758,4.577,4.922,4.131,2.609,40.434,Low fat yogurt
1.162,2.5545,4.555,5.24,5.276,2.439,40.917,Low fat yogurt
1.134,1.9945,4.443,4.167,5.302,2.447,41.132,Low fat yogurt
1.08,2.8069,4.561,5.865,5.604,2.615,41.67,Low fat yogurt
1.087,1.9291,4.529,4.242,4.181,2.537,40.044,Low fat yogurt
0.993,2.4318,4.411,5.276,5.516,2.633,41.863,Low fat yogurt
1.012,3.2822,4.493,5.729,4.601,2.46,41.713,Regular yogurt
1.185,1.4136,4.414,5.425,4.987,2.598,40.968,Low fat yogurt
1.157,3.7133,4.494,5.916,4.684,2.697,40.971,Regular yogurt
1.011,2.0184,4.541,5.654,4.579,2.561,41.175,Low fat yogurt
0.998,1.838,4.479,4.303,4.554,2.565,40.451,Low fat yogurt
1.187,1.5641,4.414,4.962,5.139,2.469,40.979,Low fat yogurt
1.016,2.628,4.491,4.933,5.316,2.678,40.387,Low fat yogurt
1.189,3.3351,4.48,5.74,5.433,2.681,41.079,Regular yogurt
1.029,1.1236,4.56,4.613,5.486,2.636,41.465,Low fat yogurt
0.969,2.4136,4.523,5.735,4.283,2.512,40.27,Low fat yogurt
1.064,2.5472,4.453,4.524,5.3,2.5,40.532,Low fat yogurt
1.169,2.6791,4.41,4.446,4.48,2.46,41.075,Low fat yogurt
1.144,3.1616,4.434,5.314,5.803,2.479,40.334,Low fat yogurt
1.137,3.9483,4.579,5.239,4.695,2.542,41.024,Regular yogurt
1.19,1.084,4.535,5.375,5.336,2.669,40.28,Non fat yogurt
0.992,3.8194,4.476,5.131,4.81,2.503,41.173,Regular yogurt
1.046,2.4206,4.473,5.667,4.019,2.524,40.461,Low fat yogurt
1.108,1.3331,4.411,4.253,4.063,2.593,40.732,Low fat yogurt
1.006,1.7628,4.543,4.184,4.432,2.444,41.038,Low fat yogurt
1.046,3.1283,4.532,4.945,5.112,2.643,41.485,Low fat yogurt
1.069,2.9431,4.537,5.631,4.84,2.445,41.578,Low fat yogurt
0.956,3.5443,4.45,4.328,4.959,2.594,40.725,Regular yogurt
1.025,2.5201,4.473,5.359,5.289,2.63,40.545,Low fat yogurt
1.075,2.6562,4.548,4.868,5.722,2.598,41.206,Low fat yogurt
1.186,3.0376,4.464,4.509,4.12,2.402,40.602,Low fat yogurt
1.17,1.1128,4.598,4.3,5.582,2.533,41.826,Low fat yogurt
0.966,1.2076,4.405,5.947,4.299,2.632,41.886,Low fat yogurt
1.169,2.6186,4.567,5.583,5.355,2.685,41.361,Low fat yogurt
1.033,3.3599,4.431,5.85,5.076,2.508,41.611,Regular yogurt
0.976,3.1622,4.513,4.349,4.779,2.402,40.539,Low fat yogurt
1.151,2.7493,4.588,4.105,4.252,2.455,41.941,Low fat yogurt
1.153,2.048,4.593,4.462,4.64,2.591,41.655,Low fat yogurt
1.024,2.0511,4.591,5.369,4.222,2.489,41.958,Low fat yogurt
0.955,3.7881,4.54,4.271,5.11,2.636,41.146,Regular yogurt
0.999,1.3674,4.457,5.674,4.029,2.487,41.068,Low fat yogurt
0.987,2.4392,4.507,4.603,4.537,2.69,40.574,Low fat yogurt
1.057,2.0918,4.495,4.389,5.612,2.58,40.673,Low fat yogurt
1.064,3.7473,4.527,5.157,5.521,2.679,40.367,Regular yogurt
1.047,2.5524,4.512,5.884,5.168,2.544,40.995,Low fat yogurt
1.117,3.7263,4.476,4.727,5.794,2.47,40.041,Regular yogurt
0.96,1.5215,4.561,5.285,5.595,2.484,41.555,Low fat yogurt
1.066,2.7749,4.407,5.223,5.889,2.578,41.262,Low fat yogurt
1.103,3.2261,4.539,4.747,4.045,2.464,40.071,Low fat yogurt
0.953,1.0039,4.527,4.378,5.798,2.493,41.949,Non fat yogurt
1.155,2.3751,4.561,4.406,4.557,2.603,41.1,Low fat yogurt
1.058,2.0966,4.571,5.51,5.425,2.646,41.918,Low fat yogurt
1.114,3.1519,4.412,4.196,5.989,2.572,40.508,Low fat yogurt
1.143,1.061,4.546,5.264,4.684,2.641,41.57,Non fat yogurt
1.097,2.0559,4.537,5.714,4.613,2.524,41.783,Low fat yogurt
1.153,2.3438,4.588,4.227,4.851,2.64,41.363,Low fat yogurt
1.02,3.3018,4.444,4.288,5.008,2.422,40.075,Regular yogurt
0.955,3.4788,4.541,5.769,5.302,2.535,40.9,Regular yogurt
0.975,1.5975,4.422,5.143,5.583,2.575,41.733,Low fat yogurt
1.178,2.7269,4.544,4.58,5.371,2.671,41.055,Low fat yogurt
1.186,2.0363,4.508,5.977,4.29,2.554,40.665,Low fat yogurt
0.993,1.306,4.507,4.162,5.977,2.549,40.32,Low fat yogurt
1.134,1.8711,4.489,5.588,5.43,2.626,40.46,Low fat yogurt
1.004,1.4208,4.544,4.054,5.522,2.463,40.579,Low fat yogurt
1.053,1.1895,4.506,5.382,4.557,2.598,41.508,Low fat yogurt
1.006,2.6657,4.514,5.297,4.536,2.427,41.184,Low fat yogurt
1.014,2.6838,4.536,4.585,4.212,2.416,40.225,Low fat yogurt
1.147,3.8852,4.571,5.786,4.269,2.516,41.989,Regular yogurt
0.977,2.6746,4.447,5.19,4.299,2.541,40.762,Low fat yogurt
1.031,3.7992,4.516,4.738,4.824,2.522,41.305,Regular yogurt
0.975,3.2675,4.48,5.902,4.626,2.65,41.614,Regular yogurt
1.017,1.5932,4.483,5.369,5.259,2.534,40.555,Low fat yogurt
1.075,1.9502,4.432,4.709,5.996,2.494,40.109,Low fat yogurt
1.184,2.3566,4.538,5.38,4.466,2.494,41.975,Low fat yogurt
1.076,2.5459,4.415,4.633,5.714,2.693,41.278,Low fat yogurt
1.117,1.6875,4.448,5.066,4.583,2.481,40.552,Low fat yogurt
1.184,2.125,4.408,5.105,5.209,2.408,40.538,Low fat yogurt
1.015,2.3413,4.555,4.33,4.985,2.568,40.668,Low fat yogurt
0.954,1.3002,4.465,4.954,4.77,2.626,40.498,Low fat yogurt
1.186,2.4029,4.432,5.807,5.12,2.682,41.626,Low fat yogurt
1.01,1.1749,4.405,5.519,5.095,2.522,40.77,Low fat yogurt
0.968,1.6486,4.443,4.693,5.726,2.407,40.624,Low fat yogurt
1.106,2.1156,4.545,5.398,5.827,2.476,41.925,Low fat yogurt
1.135,3.1569,4.592,5.41,5.744,2.532,40.259,Low fat yogurt
1.112,3.3585,4.433,4.692,4.2,2.674,41.623,Regular yogurt
1.088,3.2876,4.436,4.212,4.099,2.537,40.396,Regular yogurt
1.132,1.0635,4.477,5.866,5.494,2.624,41.936,Non fat yogurt
1.12,3.385,4.538,4.652,5.117,2.475,41.7,Regular yogurt
1.01,3.8797,4.424,5.509,5.035,2.606,41.794,Regular yogurt
1.112,1.0506,4.582,5.657,5.073,2.506,41.442,Non fat yogurt
1.153,2.2815,4.428,4.257,5.683,2.478,41.398,Low fat yogurt
1.163,2.7794,4.577,5.282,4.861,2.697,41.902,Low fat yogurt
0.965,3.423,4.447,5.719,4.543,2.519,40.555,Regular yogurt
0.997,1.734,4.58,4.324,4.772,2.577,41.796,Low fat yogurt
1.146,3.5293,4.576,4.571,5.481,2.648,41.543,Regular yogurt
1.146,3.091,4.578,4.611,4.094,2.687,41.869,Low fat yogurt
1.183,3.8575,4.439,4.402,4.891,2.469,40.202,Regular yogurt
1.028,1.3856,4.506,4.879,4.474,2.651,40.21,Low fat yogurt
1.174,2.4184,4.406,5.094,4.481,2.559,41.727,Low fat yogurt
1.131,2.3045,4.531,4.761,4.743,2.436,41.952,Low fat yogurt
1.096,1.0238,4.523,5.149,5.661,2.654,41.73,Non fat yogurt
1.075,3.6464,4.42,5.522,5.333,2.481,40.707,Regular yogurt
0.971,2.3408,4.481,4.048,5.506,2.547,40.502,Low fat yogurt
1.115,3.36,4.49,4.673,5.976,2.609,41.827,Regular yogurt
1.081,1.5955,4.574,4.509,5.044,2.608,40.218,Low fat yogurt
0.98,3.5719,4.406,5.861,5.286,2.441,41.713,Regular yogurt
1.148,1.0061,4.42,4.51,5.411,2.58,41.621,Non fat yogurt
1.097,3.9955,4.434,5.018,4.509,2.551,41.242,Regular yogurt
1.168,2.2049,4.417,5.866,4.052,2.656,41.986,Low fat yogurt
1.142,1.5575,4.426,4.28,4.594,2.452,41.931,Low fat yogurt
0.983,1.3867,4.5,5.154,5.199,2.668,41.175,Low fat yogurt
1.007,3.138,4.55,4.232,4.423,2.526,41.356,Low fat yogurt
1.125,3.3891,4.594,4.87,5.83,2.515,41.834,Regular yogurt
1.179,2.9371,4.556,5.914,4.753,2.558,41.372,Low fat yogurt
1.113,1.6879,4.561,4.21,4.372,2.446,41.081,Low fat yogurt
1.15,2.1792,4.598,4.84,4.965,2.634,41.772,Low fat yogurt
0.971,3.5624,4.487,4.444,4.539,2.692,40.057,Regular yogurt
1.156,3.1293,4.439,4.366,5.375,2.434,40.658,Low fat yogurt
0.993,2.5126,4.543,4.298,4.637,2.486,41.876,Low fat yogurt
1.081,1.5298,4.578,5.147,5.879,2.624,40.407,Low fat yogurt
1.053,3.5253,4.532,5.109,5.805,2.547,41.456,Regular yogurt
1.119,3.3505,4.434,5.306,5.31,2.507,40.571,Regular yogurt
0.98,3.0653,4.474,4.16,4.087,2.667,41.766,Low fat yogurt
0.964,3.4747,4.431,5.743,4.319,2.645,40.454,Regular yogurt
1.016,3.0845,4.562,4.906,5.626,2.507,41.269,Low fat yogurt
1.09,3.185,4.589,5.97,4.682,2.676,41.052,Low fat yogurt
1.034,3.27,4.436,4.853,5.198,2.622,40.112,Regular yogurt
1.073,2.5327,4.456,4.336,4.7,2.583,40.276,Low fat yogurt
1.075,2.0968,4.57,4.748,4.288,2.698,41.127,Low fat yogurt
1.13,2.8537,4.407,5.044,5.408,2.403,40.905,Low fat yogurt
1.127,3.2609,4.504,5.493,4.92,2.556,40.942,Regular yogurt
1.161,3.2343,4.48,4.838,4.598,2.501,41.561,Low fat yogurt
1.006,1.7671,4.548,4.494,4.026,2.467,41.313,Low fat yogurt
1.059,2.9636,4.579,5.256,4.052,2.513,40.753,Low fat yogurt
1.16,1.7723,4.438,5.811,4.271,2.457,41.217,Low fat yogurt
1.008,2.626,4.478,5.001,5.702,2.578,40.53,Low fat yogurt
1.167,2.2738,4.45,5.486,5.158,2.567,40.016,Low fat yogurt
1.134,1.7108,4.526,5.116,5.499,2.611,41.431,Low fat yogurt
1.14,2.2633,4.527,5.517,5.722,2.556,40.917,Low fat yogurt
0.997,2.4911,4.514,5.093,5.142,2.633,41.482,Low fat yogurt
1.152,2.9985,4.546,4.829,5.324,2.409,40.024,Low fat yogurt
1.063,2.3481,4.544,5.229,5.378,2.435,41.216,Low fat yogurt
1.097,2.7556,4.544,5.818,4.515,2.655,40.287,Low fat yogurt
1.085,2.351,4.453,5.856,4.005,2.501,40.827,Low fat yogurt
0.985,2.3971,4.428,5.522,5.263,2.658,41.023,Low fat yogurt
0.967,3.462,4.471,5.84,4.701,2.435,41.139,Regular yogurt
1.05,1.2228,4.464,5.057,5.1,2.573,41.767,Low fat yogurt
1.043,3.2321,4.423,5.756,5.711,2.474,40.052,Low fat yogurt
1.09,2.8286,4.585,5.201,4.988,2.555,41.754,Low fat yogurt
0.987,2.8915,4.504,5.543,5.575,2.505,41.421,Low fat yogurt
0.991,2.2532,4.503,4.306,4.074,2.407,41.137,Low fat yogurt
1.04,2.4228,4.408,5.968,4.907,2.595,40.818,Low fat yogurt
1.06,2.8201,4.405,5.253,5.618,2.558,41.367,Low fat yogurt
1.166,2.7476,4.431,4.465,5.439,2.661,40.756,Low fat yogurt
1.185,1.5066,4.426,4.211,4.767,2.459,40.406,Low fat yogurt
1.166,1.5089,4.596,5.635,5.775,2.574,41.758,Low fat yogurt
0.961,3.3478,4.484,4.981,4.042,2.545,40.187,Regular yogurt
1.028,1.6143,4.412,5.577,5.346,2.473,40.107,Low fat yogurt
1.115,2.0539,4.564,5.193,4.938,2.527,41.28,Low fat yogurt
1.02,1.3372,4.562,4.101,5.724,2.696,41.58,Low fat yogurt
0.96,1.9055,4.534,5.917,4.569,2.657,41.189,Low fat yogurt
1.079,2.4817,4.437,4.333,4.666,2.52,40.977,Low fat yogurt
1.157,2.0081,4.551,5.457,5.43,2.534,41.49,Low fat yogurt
1.099,1.7863,4.435,5.782,4.545,2.445,40.988,Low fat yogurt
1.153,1.1212,4.402,4.45,5.082,2.63,41.033,Low fat yogurt
1.083,1.0512,4.457,4.401,4.158,2.501,40.608,Non fat yogurt
1.087,1.734,4.415,5.374,5.818,2.697,41.84,Low fat yogurt
1.136,3.681,4.431,4.133,5.288,2.635,41.164,Regular yogurt
0.974,3.3535,4.584,4.74,4.779,2.423,40.236,Regular yogurt
1.155,3.723,4.404,4.984,5.234,2.574,41.023,Regular yogurt
1.049,3.5528,4.434,4.071,5.432,2.491,41.087,Regular yogurt
1.086,1.678,4.585,5.174,5.879,2.565,40.666,Low fat yogurt
1.09,2.6612,4.51,4.299,5.721,2.468,40.262,Low fat yogurt
1.162,1.0801,4.429,5.873,4.227,2.512,40.114,Non fat yogurt
1.083,1.0413,4.57,5.227,4.807,2.481,40.822,Non fat yogurt
1.02,2.5046,4.425,4.672,5.552,2.495,41.094,Low fat yogurt
0.979,1.3787,4.569,4.021,4.091,2.673,41.498,Low fat yogurt
0.992,3.9124,4.476,4.447,4.803,2.645,41.009,Regular yogurt
1.014,1.2169,4.484,5.462,4.812,2.469,40.65,Low fat yogurt
1.033,2.3433,4.517,4.893,5.106,2.599,40.409,Low fat yogurt
1.112,3.3515,4.57,4.668,5.707,2.449,41.116,Regular yogurt
0.98,1.2481,4.467,4.75,4.263,2.627,40.355,Low fat yogurt
1.066,1.6746,4.519,4.395,5.15,2.64,41.873,Low fat yogurt
1.009,2.3104,4.504,5.982,4.874,2.436,40.054,Low fat yogurt
1.077,2.718,4.477,5.22,4.102,2.588,40.907,Low fat yogurt
1.084,2.9619,4.404,4.677,5.914,2.695,41.283,Low fat yogurt
1.15,3.4523,4.538,4.868,4.422,2.531,40.357,Regular yogurt
1.129,1.7988,4.578,5.107,4.842,2.553,40.603,Low fat yogurt
1.136,2.2264,4.546,4.39,4.243,2.457,41.854,Low fat yogurt
1.156,1.0744,4.415,5.834,4.243,2.407,41.087,Non fat yogurt
1.112,1.4045,4.541,4.677,4.33,2.668,40.24,Low fat yogurt
1.183,1.5234,4.497,5.248,4.462,2.631,40.827,Low fat yogurt
0.969,2.6063,4.548,5.954,4.915,2.647,41.978,Low fat yogurt
1.117,3.302,4.576,5.145,4.409,2.68,41.465,Regular yogurt
0.959,3.2423,4.527,5.91,4.604,2.52,40.243,Low fat yogurt
1.042,1.2218,4.435,5.824,5.383,2.42,40.557,Low fat yogurt
1.17,1.7728,4.579,4.701,5.457,2.589,41.836,Low fat yogurt
1.142,2.9115,4.556,5.311,4.483,2.462,41.488,Low fat yogurt
1.127,1.7422,4.492,4.523,5.707,2.695,40.118,Low fat yogurt
1.051,2.0733,4.418,4.116,4.549,2.604,41.188,Low fat yogurt
1.154,3.5988,4.477,4.501,5.748,2.689,41.47,Regular yogurt
1.036,1.5745,4.589,5.769,4.34,2.642,40.212,Low fat yogurt
1.028,2.1621,4.555,4.578,5.386,2.644,40.445,Low fat yogurt
1.071,3.4856,4.522,4.052,4.081,2.67,40.177,Regular yogurt
1.053,2.7207,4.586,4.336,5.936,2.47,41.539,Low fat yogurt
0.97,3.3444,4.465,4.951,4.736,2.442,41.096,Regular yogurt
1.081,3.2161,4.483,5.126,5.756,2.499,40.637,Low fat yogurt
1.038,2.0599,4.545,4.013,4.92,2.437,40.012,Low fat yogurt
0.966,2.3344,4.414,4.925,5.041,2.424,41.383,Low fat yogurt
1.153,1.2456,4.545,4.973,5.596,2.634,41.01,Low fat yogurt
1.089,2.4852,4.485,5.731,5.99,2.508,40.717,Low fat yogurt
1.124,3.0784,4.588,5.336,4.477,2.59,41.788,Low fat yogurt
1.074,3.4086,4.465,4.129,4.448,2.507,40.835,Regular yogurt
1.099,1.8429,4.461,4.502,4.989,2.632,41.748,Low fat yogurt
1.166,1.6565,4.461,5.192,4.269,2.539,40.442,Low fat yogurt
1.125,3.1995,4.517,5.036,5.188,2.533,40.963,Low fat yogurt
1.149,3.5061,4.573,5.86,4.088,2.613,41.764,Regular yogurt
1.024,3.7633,4.54,5.459,4.689,2.421,41.861,Regular yogurt
1.01,2.258,4.408,5.699,5.584,2.457,41.785,Low fat yogurt
1.098,2.0132,4.464,4.415,4.231,2.417,41.109,Low fat yogurt
0.998,3.0167,4.448,5.12,4.471,2.614,40.691,Low fat yogurt
0.966,3.3479,4.538,5.645,5.808,2.407,40.056,Regular yogurt
1.047,1.5787,4.547,4.221,4.531,2.555,40.952,Low fat yogurt
1.005,3.9914,4.528,5.057,4.544,2.442,41.039,Regular yogurt
1.036,3.6024,4.596,5.731,4.345,2.445,41.693,Regular yogurt
1.141,1.9278,4.483,4.465,4.825,2.494,40.398,Low fat yogurt
1.127,2.3545,4.552,5.044,5.482,2.485,40.383,Low fat yogurt
1.152,1.3221,4.519,5.582,5.383,2.411,40.445,Low fat yogurt
1.137,2.0863,4.473,4.24,4.477,2.677,41.877,Low fat yogurt
0.986,2.2968,4.431,4.053,4.147,2.548,41.979,Low fat yogurt
0.967,3.5569,4.597,5.203,5.621,2.552,41.395,Regular yogurt
1.076,2.5055,4.525,4.669,4.392,2.57,41.966,Low fat yogurt
1.034,1.2217,4.506,4.87,4.344,2.45,40.899,Low fat yogurt
1.068,3.004,4.593,4.242,5.153,2.642,41.842,Low fat yogurt
0.982,1.8505,4.487,5.217,5.377,2.449,40.908,Low fat yogurt
1.034,1.0403,4.445,4.728,5.861,2.492,40.835,Non fat yogurt
1.009,2.1853,4.583,4.333,5.172,2.477,40.574,Low fat yogurt
1.089,3.0746,4.544,4.493,4.804,2.537,41.366,Low fat yogurt
0.995,3.4555,4.43,4.586,4.943,2.403,40.081,Regular yogurt
1.073,2.8137,4.512,4.544,4.898,2.644,40.729,Low fat yogurt
1.108,2.9577,4.563,4.698,4.884,2.624,41.862,Low fat yogurt
1.07,2.6728,4.596,4.602,4.619,2.622,41.29,Low fat yogurt
1.189,2.3292,4.481,4.46,4.717,2.488,40.341,Low fat yogurt
1.16,1.6989,4.483,4.669,4.409,2.633,41.996,Low fat yogurt
0.977,2.0946,4.416,4.051,4.454,2.611,41.078,Low fat yogurt
0.965,1.3179,4.437,4.029,5.212,2.514,40.919,Low fat yogurt
0.97,3.9027,4.564,5.911,5.023,2.634,40.769,Regular yogurt
1.095,2.0538,4.404,4.482,5.245,2.548,41.829,Low fat yogurt
1.038,1.4695,4.514,4.395,4.746,2.521,41.602,Low fat yogurt
1.022,2.982,4.444,4.724,5.508,2.447,40.3,Low fat yogurt
1.009,1.2596,4.585,5.508,4.643,2.608,40.581,Low fat yogurt
0.972,2.9291,4.551,5.668,5.64,2.573,41.431,Low fat yogurt
1.01,2.1942,4.457,4.464,4.622,2.698,40.846,Low fat yogurt
1.15,3.2399,4.519,4.439,4.126,2.515,40.131,Low fat yogurt
1.066,1.5097,4.555,5.341,4.334,2.569,41.152,Low fat yogurt
1.036,3.3289,4.599,5.12,5.375,2.55,40.767,Regular yogurt
1.17,2.4776,4.41,5.522,4.526,2.51,41.901,Low fat yogurt
1.148,3.9243,4.551,5.216,5.164,2.482,40.461,Regular yogurt
1.025,2.3918,4.52,4.726,5.039,2.693,41.034,Low fat yogurt
1.045,3.5533,4.556,5.867,4.58,2.566,40.35,Regular yogurt
1.143,2.6203,4.508,4.698,5.403,2.521,40.186,Low fat yogurt
1.136,3.6008,4.54,4.507,4.366,2.493,40.038,Regular yogurt
